name_en,position,caps,club,representative_team,tournament
Motu Matu'u,Hooker,3,Hurricanes,Samoa,Rugby World Cup 2015
Viliamu Afatia,Prop,11,Agen,Samoa,Rugby World Cup 2015
Jake Grey,Prop,4,SCOPA,Samoa,Rugby World Cup 2015
Census Johnston,Prop,48,Toulouse,Samoa,Rugby World Cup 2015
Anthony Perenise,Prop,24,Bristol,Samoa,Rugby World Cup 2015
Sakaria Taulafo,Prop,36,Stade Français,Samoa,Rugby World Cup 2015
Filo Paulo,Lock,18,Benetton Treviso,Samoa,Rugby World Cup 2015
Joe Tekori,Lock,32,Toulouse,Samoa,Rugby World Cup 2015
Kane Thompson,Lock,31,Newcastle Falcons,Samoa,Rugby World Cup 2015
Maurie Fa'asavalu,Flanker,25,Oyonnax,Samoa,Rugby World Cup 2015
Alafoti Faosiliva,Flanker,13,Bath,Samoa,Rugby World Cup 2015
Jack Lam,Flanker,15,Bristol,Samoa,Rugby World Cup 2015
Faifili Levave,Flanker,6,Unattached,Samoa,Rugby World Cup 2015
Ofisa Treviranus,Flanker,32,London Irish,Samoa,Rugby World Cup 2015
TJ Ioane,Number 8,6,Sale Sharks,Samoa,Rugby World Cup 2015
Sanele Vavae Tuilagi,Number 8,4,Carcassonne,Samoa,Rugby World Cup 2015
Vavao Afemai,Scrum-half,5,Vaiala,Samoa,Rugby World Cup 2015
Kahn Fotuali'i,Scrum-half,24,Northampton Saints,Samoa,Rugby World Cup 2015
Patrick Fa'apale,Fly-half,6,Vaiala,Samoa,Rugby World Cup 2015
Tusi Pisi,Fly-half,21,Suntory Sungoliath,Samoa,Rugby World Cup 2015
Michael Stanley,Fly-half,6,Unattached,Samoa,Rugby World Cup 2015
Rey Lee-Lo,Centre,2,Cardiff Blues,Samoa,Rugby World Cup 2015
Johnny Leota,Centre,19,Sale Sharks,Samoa,Rugby World Cup 2015
Paul Perez,Centre,11,Sharks,Samoa,Rugby World Cup 2015
George Pisi,Centre,17,Northampton Saints,Samoa,Rugby World Cup 2015
Fa'atoina Autagavaia,Wing,16,Nevers,Samoa,Rugby World Cup 2015
Ken Pisi,Wing,6,Northampton Saints,Samoa,Rugby World Cup 2015
Alesana Tuilagi,Wing,34,Newcastle Falcons,Samoa,Rugby World Cup 2015
Tim Nanai-Williams,Fullback,1,Ricoh Black Rams,Samoa,Rugby World Cup 2015
Fraser Brown,Hooker,10,Glasgow Warriors,Scotland,Rugby World Cup 2015
Kevin Bryce,Hooker,2,Glasgow Warriors,Scotland,Rugby World Cup 2015
Ross Ford,Hooker,89,Edinburgh,Scotland,Rugby World Cup 2015
Alasdair Dickinson,Prop,47,Edinburgh,Scotland,Rugby World Cup 2015
Ryan Grant,Prop,23,Glasgow Warriors,Scotland,Rugby World Cup 2015
WP Nel,Prop,3,Edinburgh,Scotland,Rugby World Cup 2015
Gordon Reid,Prop,12,Glasgow Warriors,Scotland,Rugby World Cup 2015
Rory Sutherland,Prop,0,Edinburgh,Scotland,Rugby World Cup 2015
Jon Welsh,Prop,7,Newcastle Falcons,Scotland,Rugby World Cup 2015
Grant Gilchrist,Lock,10,Edinburgh,Scotland,Rugby World Cup 2015
Jonny Gray,Lock,15,Glasgow Warriors,Scotland,Rugby World Cup 2015
